"dataset" "learner" "memory_limit"
"443" "dresses.sales.23381" "classif.kerasff" 1079116.8
"444" "dresses.sales.23381" "classif.ranger.pow" 448785.12
"445" "dresses.sales.23381" "classif.rpart" 351597.24
"446" "dresses.sales.23381" "classif.svm" 381243.36
"447" "dresses.sales.23381" "classif.svm.radial" 381566.4
"448" "dresses.sales.23381" "classif.xgboost.dart" 405480.84
"449" "dresses.sales.23381" "classif.xgboost.gblinear" 388834.44
"450" "dresses.sales.23381" "classif.xgboost.gbtree" 406328.28
"451" "electricity.151" "classif.RcppHNSW" 616657.44
"452" "electricity.151" "classif.glmnet" 509184.6
"453" "electricity.151" "classif.kerasff" 1185924.36
"454" "electricity.151" "classif.ranger.pow" 5334633.6
"455" "electricity.151" "classif.rpart" 487756.8
"456" "electricity.151" "classif.svm" 630679.08
"457" "electricity.151" "classif.svm.radial" 672799.92
"458" "electricity.151" "classif.xgboost.dart" 616162.68
"459" "electricity.151" "classif.xgboost.gblinear" 551704.8
"460" "electricity.151" "classif.xgboost.gbtree" 552449.04
"461" "eucalyptus.188" "classif.RcppHNSW" 347238
"462" "eucalyptus.188" "classif.glmnet" 386752.8
"463" "eucalyptus.188" "classif.kerasff" 1083599.88
"464" "eucalyptus.188" "classif.ranger.pow" 492416.76
"465" "eucalyptus.188" "classif.rpart" 360927.6
"466" "eucalyptus.188" "classif.svm" 381468.24
"467" "eucalyptus.188" "classif.svm.radial" 381483.6
"468" "eucalyptus.188" "classif.xgboost.dart" 456259.2
"469" "eucalyptus.188" "classif.xgboost.gblinear" 394152.6
"470" "eucalyptus.188" "classif.xgboost.gbtree" 465439.8
"471" "fabert.41164" "classif.RcppHNSW" 985662.6
"472" "fabert.41164" "classif.glmnet" 1168316.16
"473" "fabert.41164" "classif.kerasff" 2990893.2
"474" "fabert.41164" "classif.ranger.pow" 2288497.2
"475" "fabert.41164" "classif.rpart" 1178814
"476" "fabert.41164" "classif.svm" 1911288
"477" "fabert.41164" "classif.svm.radial" 1866630
"478" "fabert.41164" "classif.xgboost.dart" 1048041.84
"479" "fabert.41164" "classif.xgboost.gblinear" 924249.48
"480" "fabert.41164" "classif.xgboost.gbtree" 954851.160000001
"481" "first.order.theorem.proving.1475" "classif.RcppHNSW" 416108.16
"482" "first.order.theorem.proving.1475" "classif.glmnet" 396302.4
"483" "first.order.theorem.proving.1475" "classif.kerasff" 1062536.4
"484" "first.order.theorem.proving.1475" "classif.ranger.pow" 1358144.88
"485" "first.order.theorem.proving.1475" "classif.rpart" 409196.4
"486" "first.order.theorem.proving.1475" "classif.svm" 451590
"487" "first.order.theorem.proving.1475" "classif.svm.radial" 452702.52
"488" "first.order.theorem.proving.1475" "classif.xgboost.dart" 449820.72
"489" "first.order.theorem.proving.1475" "classif.xgboost.gblinear" 412481.64
"490" "first.order.theorem.proving.1475" "classif.xgboost.gbtree" 481540.8
"491" "gas.drift.1476" "classif.RcppHNSW" 567831.84
"492" "gas.drift.1476" "classif.glmnet" 666187.08
"493" "gas.drift.1476" "classif.kerasff" 1502855.28
"494" "gas.drift.1476" "classif.ranger.pow" 1492884.24
"495" "gas.drift.1476" "classif.rpart" 591471.6
"496" "gas.drift.1476" "classif.svm" 786074.64
"497" "gas.drift.1476" "classif.svm.radial" 787201.2
"498" "gas.drift.1476" "classif.xgboost.dart" 699729.6
"499" "gas.drift.1476" "classif.xgboost.gblinear" 656935.08
"500" "gas.drift.1476" "classif.xgboost.gbtree" 670143.36
"501" "guillermo.41159" "classif.RcppHNSW" 6596330.28
"502" "guillermo.41159" "classif.glmnet" 9725886.72
"503" "guillermo.41159" "classif.kerasff" 26241646.8
"504" "guillermo.41159" "classif.ranger.pow" 10072248.48
"505" "guillermo.41159" "classif.rpart" 10576934.4
"506" "guillermo.41159" "classif.svm" 12760215.84
"507" "guillermo.41159" "classif.svm.radial" 12759801.12
"508" "guillermo.41159" "classif.xgboost.dart" 7642247.28
"509" "guillermo.41159" "classif.xgboost.gblinear" 7121935.44
"510" "guillermo.41159" "classif.xgboost.gbtree" 7652374.08
"511" "har.1478" "classif.RcppHNSW" 909773.52
"512" "har.1478" "classif.glmnet" 1066362
"513" "har.1478" "classif.kerasff" 2791674
"514" "har.1478" "classif.ranger.pow" 1582912.32
"515" "har.1478" "classif.rpart" 1066605.6
"516" "har.1478" "classif.svm" 1935485.28
"517" "har.1478" "classif.svm.radial" 1822425.6
"518" "har.1478" "classif.xgboost.dart" 978750.6
"519" "har.1478" "classif.xgboost.gblinear" 881166
"520" "har.1478" "classif.xgboost.gbtree" 925674
"521" "helena.41169" "classif.RcppHNSW" 1031784
"522" "helena.41169" "classif.glmnet" 1350928.08
"523" "helena.41169" "classif.kerasff" 2996390.52
"524" "helena.41169" "classif.ranger.pow" 22385965.8
"525" "helena.41169" "classif.rpart" 972213
"526" "helena.41169" "classif.svm" 1924225.2
"527" "helena.41169" "classif.svm.radial" 751633.2
"528" "helena.41169" "classif.xgboost.dart" 1281556.8
"529" "helena.41169" "classif.xgboost.gblinear" 1461075
"530" "helena.41169" "classif.xgboost.gbtree" 1562720.4
"531" "higgs.23512" "classif.RcppHNSW" 1012677
"532" "higgs.23512" "classif.glmnet" 1143954.24
"533" "higgs.23512" "classif.kerasff" 2047555.68
"534" "higgs.23512" "classif.ranger.pow" 9431104.56
"535" "higgs.23512" "classif.rpart" 1020058.8
"536" "higgs.23512" "classif.svm" 938665.2
"537" "higgs.23512" "classif.svm.radial" 940324.08
"538" "higgs.23512" "classif.xgboost.dart" 1131611.88
"539" "higgs.23512" "classif.xgboost.gblinear" 1039397.52
"540" "higgs.23512" "classif.xgboost.gbtree" 1056102
"541" "hill.valley.1479" "classif.RcppHNSW" 373670.4
"542" "hill.valley.1479" "classif.glmnet" 394321.92
"543" "hill.valley.1479" "classif.kerasff" 1046184.72
"544" "hill.valley.1479" "classif.ranger.pow" 523253.4
"545" "hill.valley.1479" "classif.rpart" 392408.4
"546" "hill.valley.1479" "classif.svm" 399128.4
"547" "hill.valley.1479" "classif.svm.radial" 400066.32
"548" "hill.valley.1479" "classif.xgboost.dart" 422069.88
"549" "hill.valley.1479" "classif.xgboost.gblinear" 407716.8
"550" "hill.valley.1479" "classif.xgboost.gbtree" 420841.2
"551" "hpc.job.scheduling.41212" "classif.RcppHNSW" 376524
"552" "hpc.job.scheduling.41212" "classif.glmnet" 389148
"553" "hpc.job.scheduling.41212" "classif.kerasff" 1097636.88
"554" "hpc.job.scheduling.41212" "classif.ranger.pow" 872603.28
"555" "hpc.job.scheduling.41212" "classif.rpart" 384676.8
"556" "hpc.job.scheduling.41212" "classif.svm" 436099.2
"557" "hpc.job.scheduling.41212" "classif.svm.radial" 446345.52
"558" "hpc.job.scheduling.41212" "classif.xgboost.dart" 430894.8
"559" "hpc.job.scheduling.41212" "classif.xgboost.gblinear" 406383.36
"560" "hpc.job.scheduling.41212" "classif.xgboost.gbtree" 463686.48
"561" "ilpd.1480" "classif.RcppHNSW" 332366.4
"562" "ilpd.1480" "classif.glmnet" 355312.8
"563" "ilpd.1480" "classif.kerasff" 1070814.96
"564" "ilpd.1480" "classif.ranger.pow" 466517.28
"565" "ilpd.1480" "classif.rpart" 353028
"566" "ilpd.1480" "classif.svm" 355127.88
"567" "ilpd.1480" "classif.svm.radial" 355318.32
"568" "ilpd.1480" "classif.xgboost.dart" 396849.36
"569" "ilpd.1480" "classif.xgboost.gblinear" 386661.84
"570" "ilpd.1480" "classif.xgboost.gbtree" 395070.48
"571" "isolet.300" "classif.RcppHNSW" 775969.8
"572" "isolet.300" "classif.glmnet" 1176298.8
"573" "isolet.300" "classif.kerasff" 2499378
"574" "isolet.300" "classif.ranger.pow" 1946877.48
"575" "isolet.300" "classif.rpart" 1049448.72
"576" "isolet.300" "classif.svm" 1494838.8
"577" "isolet.300" "classif.svm.radial" 1482662.64
"578" "isolet.300" "classif.xgboost.dart" 920676.24
"579" "isolet.300" "classif.xgboost.gblinear" 919923
"580" "isolet.300" "classif.xgboost.gbtree" 1047384.96
"581" "jannis.41168" "classif.RcppHNSW" 987600
"582" "jannis.41168" "classif.glmnet" 1082417.4
"583" "jannis.41168" "classif.kerasff" 2524784.16
"584" "jannis.41168" "classif.ranger.pow" 8827022.4
"585" "jannis.41168" "classif.rpart" 1213500.48
"586" "jannis.41168" "classif.svm" 1172459.16
"587" "jannis.41168" "classif.svm.radial" 1164601.68
"588" "jannis.41168" "classif.xgboost.dart" 1003191.36
"589" "jannis.41168" "classif.xgboost.gblinear" 933394.8
"590" "jannis.41168" "classif.xgboost.gbtree" 1032287.88
"591" "jasmine.41143" "classif.RcppHNSW" 437237.52
"592" "jasmine.41143" "classif.glmnet" 481929.96
"593" "jasmine.41143" "classif.kerasff" 1113121.2
"594" "jasmine.41143" "classif.ranger.pow" 648016.32
"595" "jasmine.41143" "classif.rpart" 414012
"596" "jasmine.41143" "classif.svm" 578181.36
"597" "jasmine.41143" "classif.svm.radial" 579608.4
"598" "jasmine.41143" "classif.xgboost.dart" 509427
"599" "jasmine.41143" "classif.xgboost.gblinear" 498847.68
"600" "jasmine.41143" "classif.xgboost.gbtree" 507059.64
"601" "jm1.1053" "classif.RcppHNSW" 435167.76
"602" "jm1.1053" "classif.glmnet" 414584.4
"603" "jm1.1053" "classif.kerasff" 1125078.36
"604" "jm1.1053" "classif.ranger.pow" 1595026.8
"605" "jm1.1053" "classif.rpart" 429573.6
"606" "jm1.1053" "classif.svm" 455690.76
"607" "jm1.1053" "classif.svm.radial" 457612.8
"608" "jm1.1053" "classif.xgboost.dart" 448750.8
"609" "jm1.1053" "classif.xgboost.gblinear" 441393.12
"610" "jm1.1053" "classif.xgboost.gbtree" 449860.92
"611" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.RcppHNSW" 634218.84
"612" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.glmnet" 478138.8
"613" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.kerasff" 1148490
"614" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.ranger.pow" 3890727.84
"615" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.rpart" 481159.2
"616" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.svm" 595157.16
"617" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.svm.radial" 592254
"618" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.xgboost.dart" 545629.2
"619" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.xgboost.gblinear" 506067.84
"620" "jungle_chess_2pcs_raw_endgame_complete.41027" "classif.xgboost.gbtree" 543647.76
"621" "kc1.1067" "classif.RcppHNSW" 354155.64
"622" "kc1.1067" "classif.glmnet" 386845.68
"623" "kc1.1067" "classif.kerasff" 1089571.2
"624" "kc1.1067" "classif.ranger.pow" 562705.2
"625" "kc1.1067" "classif.rpart" 383649.6
"626" "kc1.1067" "classif.svm" 389266.08
"627" "kc1.1067" "classif.svm.radial" 394593.24
"628" "kc1.1067" "classif.xgboost.dart" 406479.6
"629" "kc1.1067" "classif.xgboost.gblinear" 392669.04
"630" "kc1.1067" "classif.xgboost.gbtree" 405549.6
"631" "kc2.1063" "classif.RcppHNSW" 334332
"632" "kc2.1063" "classif.glmnet" 358273.2
"633" "kc2.1063" "classif.kerasff" 1068262.8
"634" "kc2.1063" "classif.ranger.pow" 449816.4
"635" "kc2.1063" "classif.rpart" 355649.4
"636" "kc2.1063" "classif.svm" 360779.4
"637" "kc2.1063" "classif.svm.radial" 360835.2
"638" "kc2.1063" "classif.xgboost.dart" 396404.64
"639" "kc2.1063" "classif.xgboost.gblinear" 386131.08
"640" "kc2.1063" "classif.xgboost.gbtree" 396749.4
"641" "kick.41162" "classif.RcppHNSW" 1698704.16
"642" "kick.41162" "classif.glmnet" 1475046.24
"643" "kick.41162" "classif.kerasff" 4253388.24
"644" "kick.41162" "classif.ranger.pow" 5276120.28
"645" "kick.41162" "classif.rpart" 879291
"646" "kick.41162" "classif.svm" 1532562
"647" "kick.41162" "classif.svm.radial" 1536799.8
"648" "kick.41162" "classif.xgboost.dart" 2388646.08
"649" "kick.41162" "classif.xgboost.gblinear" 2191458
"650" "kick.41162" "classif.xgboost.gbtree" 2219750.4
"651" "kr.vs.kp.3" "classif.RcppHNSW" 397992.36
"652" "kr.vs.kp.3" "classif.glmnet" 397508.4
"653" "kr.vs.kp.3" "classif.kerasff" 1089309.48
"654" "kr.vs.kp.3" "classif.ranger.pow" 556213.44
"655" "kr.vs.kp.3" "classif.rpart" 391764
"656" "kr.vs.kp.3" "classif.svm" 435811.68
"657" "kr.vs.kp.3" "classif.svm.radial" 436871.52
"658" "kr.vs.kp.3" "classif.xgboost.dart" 437014.8
"659" "kr.vs.kp.3" "classif.xgboost.gblinear" 426159
"660" "kr.vs.kp.3" "classif.xgboost.gbtree" 436792.8
"661" "letter.6" "classif.RcppHNSW" 510224.4
"662" "letter.6" "classif.glmnet" 485295.72
"663" "letter.6" "classif.kerasff" 1215606.96
"664" "letter.6" "classif.ranger.pow" 3986029.44
"665" "letter.6" "classif.rpart" 461574.84
"666" "letter.6" "classif.svm" 523504.56
"667" "letter.6" "classif.svm.radial" 514972.8
"668" "letter.6" "classif.xgboost.dart" 529401.6
"669" "letter.6" "classif.xgboost.gblinear" 492162.6
"670" "letter.6" "classif.xgboost.gbtree" 564115.68
"671" "madelon.1485" "classif.RcppHNSW" 478820.4
"672" "madelon.1485" "classif.glmnet" 513749.76
"673" "madelon.1485" "classif.kerasff" 1413349.2
"674" "madelon.1485" "classif.ranger.pow" 716013.600000001
"675" "madelon.1485" "classif.rpart" 552276.6
"676" "madelon.1485" "classif.svm" 717201.12
"677" "madelon.1485" "classif.svm.radial" 695325
"678" "madelon.1485" "classif.xgboost.dart" 593224.56
"679" "madelon.1485" "classif.xgboost.gblinear" 588288.36
"680" "madelon.1485" "classif.xgboost.gbtree" 599050.2
"681" "mc1.1056" "classif.RcppHNSW" 430705.44
"682" "mc1.1056" "classif.glmnet" 418309.68
"683" "mc1.1056" "classif.kerasff" 1108818.24
"684" "mc1.1056" "classif.ranger.pow" 770045.16
"685" "mc1.1056" "classif.rpart" 422114.4
"686" "mc1.1056" "classif.svm" 467619.6
"687" "mc1.1056" "classif.svm.radial" 479363.64
"688" "mc1.1056" "classif.xgboost.dart" 443063.52
"689" "mc1.1056" "classif.xgboost.gblinear" 441776.4
"690" "mc1.1056" "classif.xgboost.gbtree" 444529.92
"691" "mfeat.factors.12" "classif.RcppHNSW" 398728.2
"692" "mfeat.factors.12" "classif.glmnet" 453152.64
"693" "mfeat.factors.12" "classif.kerasff" 1064027.52
"694" "mfeat.factors.12" "classif.ranger.pow" 656326.56
"695" "mfeat.factors.12" "classif.rpart" 423294.36
"696" "mfeat.factors.12" "classif.svm" 562070.4
"697" "mfeat.factors.12" "classif.svm.radial" 559008.84
"698" "mfeat.factors.12" "classif.xgboost.dart" 437070.48
"699" "mfeat.factors.12" "classif.xgboost.gblinear" 441261
"700" "mfeat.factors.12" "classif.xgboost.gbtree" 460598.16
"701" "mfeat.fourier.14" "classif.RcppHNSW" 382639.92
"702" "mfeat.fourier.14" "classif.glmnet" 397442.28
"703" "mfeat.fourier.14" "classif.kerasff" 1035268.32
"704" "mfeat.fourier.14" "classif.ranger.pow" 702904.08
"705" "mfeat.fourier.14" "classif.rpart" 396418.8
"706" "mfeat.fourier.14" "classif.svm" 403248
"707" "mfeat.fourier.14" "classif.svm.radial" 402657.6
"708" "mfeat.fourier.14" "classif.xgboost.dart" 442122.48
"709" "mfeat.fourier.14" "classif.xgboost.gblinear" 414669.6
"710" "mfeat.fourier.14" "classif.xgboost.gbtree" 459064.32
"711" "mfeat.karhunen.16" "classif.RcppHNSW" 376734
"712" "mfeat.karhunen.16" "classif.glmnet" 393432.96
"713" "mfeat.karhunen.16" "classif.kerasff" 1046823
"714" "mfeat.karhunen.16" "classif.ranger.pow" 680290.8
"715" "mfeat.karhunen.16" "classif.rpart" 388086
"716" "mfeat.karhunen.16" "classif.svm" 393492.72
"717" "mfeat.karhunen.16" "classif.svm.radial" 393503.64
"718" "mfeat.karhunen.16" "classif.xgboost.dart" 451054.92
"719" "mfeat.karhunen.16" "classif.xgboost.gblinear" 412786.32
"720" "mfeat.karhunen.16" "classif.xgboost.gbtree" 465066
"721" "mfeat.morphological.18" "classif.RcppHNSW" 344689.2
"722" "mfeat.morphological.18" "classif.glmnet" 364615.2
"723" "mfeat.morphological.18" "classif.kerasff" 1081732.56
"724" "mfeat.morphological.18" "classif.ranger.pow" 626315.04
"725" "mfeat.morphological.18" "classif.rpart" 366992.4
"726" "mfeat.morphological.18" "classif.svm" 381378.24
"727" "mfeat.morphological.18" "classif.svm.radial" 382392.36
"728" "mfeat.morphological.18" "classif.xgboost.dart" 436202.88
"729" "mfeat.morphological.18" "classif.xgboost.gblinear" 392199.48
"730" "mfeat.morphological.18" "classif.xgboost.gbtree" 491093.52
"731" "mfeat.pixel.40979" "classif.RcppHNSW" 409786.8
"732" "mfeat.pixel.40979" "classif.glmnet" 487956
"733" "mfeat.pixel.40979" "classif.kerasff" 1088954.64
"734" "mfeat.pixel.40979" "classif.ranger.pow" 667499.04
"735" "mfeat.pixel.40979" "classif.rpart" 445345.2
"736" "mfeat.pixel.40979" "classif.svm" 547389.6
"737" "mfeat.pixel.40979" "classif.svm.radial" 534741
"738" "mfeat.pixel.40979" "classif.xgboost.dart" 453253.92
"739" "mfeat.pixel.40979" "classif.xgboost.gblinear" 449458.08
"740" "mfeat.pixel.40979" "classif.xgboost.gbtree" 473785.2
"741" "mfeat.zernike.22" "classif.RcppHNSW" 376014.48
"742" "mfeat.zernike.22" "classif.glmnet" 391257.72
"743" "mfeat.zernike.22" "classif.kerasff" 1078742.64
"744" "mfeat.zernike.22" "classif.ranger.pow" 690010.08
"745" "mfeat.zernike.22" "classif.rpart" 385461.6
"746" "mfeat.zernike.22" "classif.svm" 391042.8
"747" "mfeat.zernike.22" "classif.svm.radial" 390925.2
"748" "mfeat.zernike.22" "classif.xgboost.dart" 458107.32
"749" "mfeat.zernike.22" "classif.xgboost.gblinear" 403003.2
"750" "mfeat.zernike.22" "classif.xgboost.gbtree" 472411.44
"751" "micro.mass.1515" "classif.RcppHNSW" 410262.36
"752" "micro.mass.1515" "classif.glmnet" 675478.08
"753" "micro.mass.1515" "classif.kerasff" 1186233
"754" "micro.mass.1515" "classif.ranger.pow" 548106
"755" "micro.mass.1515" "classif.rpart" 508643.76
"756" "micro.mass.1515" "classif.svm" 588752.04
"757" "micro.mass.1515" "classif.svm.radial" 588526.8
"758" "micro.mass.1515" "classif.xgboost.dart" 511934.64
"759" "micro.mass.1515" "classif.xgboost.gblinear" 496086.24
"760" "micro.mass.1515" "classif.xgboost.gbtree" 528360
"761" "mnist_784.554" "classif.RcppHNSW" 4407983.16
"762" "mnist_784.554" "classif.glmnet" 3099622.8
"763" "mnist_784.554" "classif.kerasff" 16686854.64
"764" "mnist_784.554" "classif.ranger.pow" 10713649.44
"765" "mnist_784.554" "classif.rpart" 5614197.96
"766" "mnist_784.554" "classif.svm" 7482707.4
"767" "mnist_784.554" "classif.svm.radial" 7481757.6
"768" "mnist_784.554" "classif.xgboost.dart" 6879094.8
"769" "mnist_784.554" "classif.xgboost.gblinear" 6881870.16
"770" "mnist_784.554" "classif.xgboost.gbtree" 6884068.56
"771" "monks.problems.2.334" "classif.RcppHNSW" 331554
"772" "monks.problems.2.334" "classif.glmnet" 353660.4
"773" "monks.problems.2.334" "classif.kerasff" 1059682.56
"774" "monks.problems.2.334" "classif.ranger.pow" 441582
"775" "monks.problems.2.334" "classif.rpart" 350385
"776" "monks.problems.2.334" "classif.svm" 351516
"777" "monks.problems.2.334" "classif.svm.radial" 351476.4
"778" "monks.problems.2.334" "classif.xgboost.dart" 394102.32
"779" "monks.problems.2.334" "classif.xgboost.gblinear" 386346
"780" "monks.problems.2.334" "classif.xgboost.gbtree" 393530.4
"781" "mushroom.24" "classif.RcppHNSW" 459242.88
"782" "mushroom.24" "classif.glmnet" 421689.6
"783" "mushroom.24" "classif.kerasff" 1102178.4
"784" "mushroom.24" "classif.ranger.pow" 730508.16
"785" "mushroom.24" "classif.rpart" 399313.2
"786" "mushroom.24" "classif.svm" 533955.12
"787" "mushroom.24" "classif.svm.radial" 532091.16
"788" "mushroom.24" "classif.xgboost.dart" 497569.44
"789" "mushroom.24" "classif.xgboost.gblinear" 501442.8
"790" "mushroom.24" "classif.xgboost.gbtree" 500400
"791" "nomao.1486" "classif.RcppHNSW" 825004.8
"792" "nomao.1486" "classif.glmnet" 1018824
"793" "nomao.1486" "classif.kerasff" 2282092.2
"794" "nomao.1486" "classif.ranger.pow" 2680449.84
"795" "nomao.1486" "classif.rpart" 918956.4
"796" "nomao.1486" "classif.svm" 1531517.04
"797" "nomao.1486" "classif.svm.radial" 1539933
"798" "nomao.1486" "classif.xgboost.dart" 1370123.52
"799" "nomao.1486" "classif.xgboost.gblinear" 1148742.24
"800" "nomao.1486" "classif.xgboost.gbtree" 1208616.72
"801" "numerai28.6.23517" "classif.RcppHNSW" 914706.48
"802" "numerai28.6.23517" "classif.glmnet" 723523.32
"803" "numerai28.6.23517" "classif.kerasff" 1659938.88
"804" "numerai28.6.23517" "classif.ranger.pow" 22479991.44
"805" "numerai28.6.23517" "classif.rpart" 830140.32
"806" "numerai28.6.23517" "classif.svm" 758315.16
"807" "numerai28.6.23517" "classif.svm.radial" 757755.36
"808" "numerai28.6.23517" "classif.xgboost.dart" 936836.4
"809" "numerai28.6.23517" "classif.xgboost.gblinear" 872457.12
"810" "numerai28.6.23517" "classif.xgboost.gbtree" 891286.8
"811" "okcupid.stem.41278" "classif.RcppHNSW" 1085824.44
"812" "okcupid.stem.41278" "classif.glmnet" 1038034.32
"813" "okcupid.stem.41278" "classif.kerasff" 3153465.36
"814" "okcupid.stem.41278" "classif.ranger.pow" 5277928.92
"815" "okcupid.stem.41278" "classif.rpart" 602552.64
"816" "okcupid.stem.41278" "classif.svm" 2340181.44
"817" "okcupid.stem.41278" "classif.svm.radial" 2232348.96
"818" "okcupid.stem.41278" "classif.xgboost.dart" 1674018.48
"819" "okcupid.stem.41278" "classif.xgboost.gblinear" 1419875.76
"820" "okcupid.stem.41278" "classif.xgboost.gbtree" 1509783
"821" "one.hundred.plants.texture.1493" "classif.RcppHNSW" 381292.8
"822" "one.hundred.plants.texture.1493" "classif.glmnet" 496272.72
"823" "one.hundred.plants.texture.1493" "classif.kerasff" 1058042.4
"824" "one.hundred.plants.texture.1493" "classif.ranger.pow" 1360490.52
"825" "one.hundred.plants.texture.1493" "classif.rpart" 393784.8
"826" "one.hundred.plants.texture.1493" "classif.svm" 409653.12
"827" "one.hundred.plants.texture.1493" "classif.svm.radial" 410895.12
"828" "one.hundred.plants.texture.1493" "classif.xgboost.dart" 495605.28
"829" "one.hundred.plants.texture.1493" "classif.xgboost.gblinear" 432264.12
"830" "one.hundred.plants.texture.1493" "classif.xgboost.gbtree" 884976.48
"831" "optdigits.28" "classif.RcppHNSW" 417625.8
"832" "optdigits.28" "classif.glmnet" 398130.48
"833" "optdigits.28" "classif.kerasff" 1057199.28
"834" "optdigits.28" "classif.ranger.pow" 1101185.4
"835" "optdigits.28" "classif.rpart" 418038
"836" "optdigits.28" "classif.svm" 428510.64
"837" "optdigits.28" "classif.svm.radial" 428026.68
"838" "optdigits.28" "classif.xgboost.dart" 439280.88
"839" "optdigits.28" "classif.xgboost.gblinear" 419099.76
"840" "optdigits.28" "classif.xgboost.gbtree" 460887.6
"841" "ozone.level.8hr.1487" "classif.RcppHNSW" 388030.8
"842" "ozone.level.8hr.1487" "classif.glmnet" 394454.4
"843" "ozone.level.8hr.1487" "classif.kerasff" 1024996.56
"844" "ozone.level.8hr.1487" "classif.ranger.pow" 521365.92
"845" "ozone.level.8hr.1487" "classif.rpart" 395430
"846" "ozone.level.8hr.1487" "classif.svm" 413200.56
"847" "ozone.level.8hr.1487" "classif.svm.radial" 418562.88
"848" "ozone.level.8hr.1487" "classif.xgboost.dart" 414546.6
"849" "ozone.level.8hr.1487" "classif.xgboost.gblinear" 412342.8
"850" "ozone.level.8hr.1487" "classif.xgboost.gbtree" 414019.2
"851" "pc1.1068" "classif.RcppHNSW" 341773.2
"852" "pc1.1068" "classif.glmnet" 368796
"853" "pc1.1068" "classif.kerasff" 1075245.84
"854" "pc1.1068" "classif.ranger.pow" 482569.08
"855" "pc1.1068" "classif.rpart" 366490.2
"856" "pc1.1068" "classif.svm" 381921.6
"857" "pc1.1068" "classif.svm.radial" 382156.8
"858" "pc1.1068" "classif.xgboost.dart" 401091.84
"859" "pc1.1068" "classif.xgboost.gblinear" 388661.88
"860" "pc1.1068" "classif.xgboost.gbtree" 399196.08
"861" "pc3.1050" "classif.RcppHNSW" 356581.2
"862" "pc3.1050" "classif.glmnet" 385251.6
"863" "pc3.1050" "classif.kerasff" 1086576
"864" "pc3.1050" "classif.ranger.pow" 498955.68
"865" "pc3.1050" "classif.rpart" 382754.4
"866" "pc3.1050" "classif.svm" 389317.92
"867" "pc3.1050" "classif.svm.radial" 394053.96
"868" "pc3.1050" "classif.xgboost.dart" 406304.16
"869" "pc3.1050" "classif.xgboost.gblinear" 394587.6
"870" "pc3.1050" "classif.xgboost.gbtree" 405811.2
"871" "pc4.1049" "classif.RcppHNSW" 354598.8
"872" "pc4.1049" "classif.glmnet" 385010.4
"873" "pc4.1049" "classif.kerasff" 1083900
"874" "pc4.1049" "classif.ranger.pow" 490865.52
"875" "pc4.1049" "classif.rpart" 384053.16
"876" "pc4.1049" "classif.svm" 385743.84
"877" "pc4.1049" "classif.svm.radial" 391248.6
"878" "pc4.1049" "classif.xgboost.dart" 406108.56
"879" "pc4.1049" "classif.xgboost.gblinear" 394499.04
"880" "pc4.1049" "classif.xgboost.gbtree" 405831.12
"881" "pendigits.32" "classif.RcppHNSW" 441951.6
"882" "pendigits.32" "classif.glmnet" 415720.44
"883" "pendigits.32" "classif.kerasff" 1089374.76
"884" "pendigits.32" "classif.ranger.pow" 1402049.28
"885" "pendigits.32" "classif.rpart" 410328.12
"886" "pendigits.32" "classif.svm" 415340.88
"887" "pendigits.32" "classif.svm.radial" 415274.64
"888" "pendigits.32" "classif.xgboost.dart" 478293.6
"889" "pendigits.32" "classif.xgboost.gblinear" 454406.4
"890" "pendigits.32" "classif.xgboost.gbtree" 491679.36
"891" "phoneme.1489" "classif.RcppHNSW" 378236.4
"892" "phoneme.1489" "classif.glmnet" 388018.8
"893" "phoneme.1489" "classif.kerasff" 1076657.4
"894" "phoneme.1489" "classif.ranger.pow" 932001.12
"895" "phoneme.1489" "classif.rpart" 385351.2
"896" "phoneme.1489" "classif.svm" 440941.44
"897" "phoneme.1489" "classif.svm.radial" 439176
"898" "phoneme.1489" "classif.xgboost.dart" 404252.4
"899" "phoneme.1489" "classif.xgboost.gblinear" 389492.88
"900" "phoneme.1489" "classif.xgboost.gbtree" 407831.76
"901" "profb.470" "classif.RcppHNSW" 337348.8
"902" "profb.470" "classif.glmnet" 359899.2
"903" "profb.470" "classif.kerasff" 1070819.4
"904" "profb.470" "classif.ranger.pow" 469880.04
"905" "profb.470" "classif.rpart" 353210.4
"906" "profb.470" "classif.svm" 370880.16
"907" "profb.470" "classif.svm.radial" 372691.2
"908" "profb.470" "classif.xgboost.dart" 404064.12
"909" "profb.470" "classif.xgboost.gblinear" 388200.48
"910" "profb.470" "classif.xgboost.gbtree" 401878.32
"911" "qsar.biodeg.1494" "classif.RcppHNSW" 350120.4
"912" "qsar.biodeg.1494" "classif.glmnet" 376462.44
"913" "qsar.biodeg.1494" "classif.kerasff" 1088781.6
"914" "qsar.biodeg.1494" "classif.ranger.pow" 488015.4
